Tecnologia,Execução,Distância (m),Dispositivos,Pacotes Enviados,Pacotes Recebidos,Pacotes Duplicados,PDR (%),PLR (%),Retransmissão (%),Vazão (bps),Utilização do Canal (%),Atraso Médio (s),Banda Utilizada (kHz),Consumo Energia (J)
LORAWAN,6,5000,30000,300000,177000,0,59,41,10,17700000,100,21,726,390
LORAWAN,4,15000,10000,100000,83000,0,83,17,19,8300000,100,8,328,141
NBIOT,8,5000,50000,500000,375000,0,75,25,11,37500000,100,17,1000,1021
NBIOT,4,30000,5000,50000,48500,0,97,3,12,4850000,73,3,231,126
SIGFOX,2,30000,50000,500000,250000,0,50,50,5,25000000,100,55,1000,513
SIGFOX,10,50000,10,100,91,0,91,9,9,9100,25,7,135,15
SIGFOX,7,15000,10000,100000,83000,0,83,17,14,8300000,100,13,328,111
LORAWAN,6,30000,5000,50000,44500,0,89,11,11,4450000,73,6,231,80
LORAWAN,3,50000,5000,50000,44000,0,88,12,11,4400000,75,7,235,83
NBIOT,7,3000,5000,50000,49000,0,98,2,11,4900000,70,2,225,120
LORAWAN,7,50000,100,1000,940,0,94,6,7,94000,26,4,137,22
NBIOT,4,10000,10,100,100,0,100,0,14,10000,21,1,127,22
NBIOT,1,5000,500,5000,5000,0,100,0,12,500000,25,1,136,31
NBIOT,4,3000,50000,500000,375000,0,75,25,8,37500000,100,17,1000,1020
NBIOT,6,3000,10000,100000,95000,0,95,5,10,9500000,100,4,325,220
NBIOT,7,5000,30000,300000,255000,0,85,15,5,25500000,100,11,726,621
LORAWAN,4,50000,100,1000,940,0,94,6,17,94000,26,4,137,22
LORAWAN,7,5000,10,100,96,0,96,4,10,9600,20,1,126,15
SIGFOX,9,3000,1000,10000,9400,0,94,6,15,940000,30,3,145,20
LORAWAN,7,15000,5000,50000,44500,0,89,11,10,4450000,71,5,228,78
NBIOT,10,3000,1000,10000,10000,0,100,0,12,1000000,30,1,145,40
NBIOT,4,5000,5000,50000,49000,0,98,2,17,4900000,70,2,226,121
NBIOT,9,5000,100,1000,1000,0,100,0,12,100000,21,1,128,23
LORAWAN,5,30000,50000,500000,250000,0,50,50,13,25000000,100,36,1000,643
SIGFOX,10,3000,50000,500000,250000,0,50,50,9,25000000,100,52,1000,510
SIGFOX,10,30000,100,1000,930,0,93,7,16,93000,24,5,133,14
LORAWAN,1,50000,1000,10000,9300,0,93,7,10,930000,35,4,155,33
LORAWAN,3,30000,50000,500000,250000,0,50,50,16,25000000,100,36,1000,643
NBIOT,1,50000,10000,100000,93000,0,93,7,11,9300000,100,6,335,230
SIGFOX,9,5000,1000,10000,9400,0,94,6,9,940000,30,3,146,20
SIGFOX,7,30000,10,100,93,0,93,7,11,9300,23,5,131,13
LORAWAN,7,30000,1000,10000,9400,0,94,6,19,940000,33,3,151,30
NBIOT,4,50000,10000,100000,93000,0,93,7,19,9300000,100,6,335,230
NBIOT,9,30000,30000,300000,252000,0,84,16,11,25200000,100,12,731,626
LORAWAN,1,50000,50000,500000,250000,0,50,50,11,25000000,100,37,1000,646
NBIOT,10,50000,50000,500000,365000,0,73,27,12,36500000,100,19,1000,1030
SIGFOX,4,5000,1000,10000,9400,0,94,6,15,940000,30,3,146,20
LORAWAN,2,10000,30000,300000,177000,0,59,41,7,17700000,100,21,727,391
SIGFOX,5,3000,10000,100000,85000,0,85,15,16,8500000,100,12,325,110
SIGFOX,6,15000,100,1000,930,0,93,7,11,93000,22,3,130,12
SIGFOX,9,30000,100,1000,930,0,93,7,16,93000,24,5,133,14
SIGFOX,3,5000,1000,10000,9400,0,94,6,6,940000,30,3,146,20
NBIOT,6,10000,500,5000,5000,0,100,0,12,500000,26,1,137,32
SIGFOX,3,50000,50000,500000,250000,0,50,50,10,25000000,100,57,1000,515
LORAWAN,10,30000,100,1000,950,0,95,5,10,95000,24,3,133,19
